#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415B99F94
#Date Time: 2023-11-06 16:37:38.333
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 1000
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.24727 V
#Offset: -0.000166832 V
#Relative: no
#Channel: Channel 2
#Range: 5.25682 V
#Offset: 0.000282532 V
#Relative: yes
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V Readback: 5.00281998 V
#Negative Supply: ON
#Voltage: -5 V Readback: -5.000241619 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,-0.004063355238414476,-20.2776186580959,84.1362993262061
100.6938631476028,-0.005410699969795357,-20.21733320825751,84.10628691581168
101.3925407558815,-0.005107306795359475,-20.15752958066916,84.0678013685143
102.0960662306047,-0.00449666689558324,-20.09839270193864,84.01826379430506
102.8044732093311,-0.005924495265476332,-20.03833144072079,83.98088145454767
103.5177955630177,-0.004128107010462363,-19.97828346268448,83.94484945294856
104.2360673976402,-0.004825255364342037,-19.91984357977228,83.90203242780524
104.9593230558228,-0.004613040255372832,-19.85904116314083,83.86719797291609
105.6875971184805,-0.004839266031738972,-19.79926406620499,83.82669414795213
106.4209244064726,-0.004576207408191041,-19.73900604950317,83.78038233894461
107.1593399822672,-0.005134397935315092,-19.67876292265748,83.7346397853226
107.9028791516185,-0.005618520868456449,-19.61817839020708,83.6963788045415
108.6515774652538,-0.004736146297962038,-19.55779539851106,83.65681308337588
109.4054707205744,-0.004603327636526532,-19.49935682179708,83.62091160500275
110.1645949633658,-0.005516307489135645,-19.4389856425064,83.58018305383668
110.9289864895224,-0.005401767449001821,-19.38001569085774,83.54082313253249
111.6986818467824,-0.00651159025746605,-19.32020985300053,83.4899071338784
112.4737178364752,-0.005781107908062679,-19.25928353804873,83.45427691502843
113.2541315152813,-0.005349209672989362,-19.20054988357168,83.4030272391239
114.0399601970034,-0.004821989219953012,-19.14043760704484,83.36113189268929
114.8312414543512,-0.004364251331903422,-19.08205359224918,83.32424644755713
115.6280131207376,-0.005190458793640436,-19.02236733381507,83.26867567653045
116.4303132920877,-0.005874270690570741,-18.96258664506351,83.23507786395174
117.23818032866,-0.005384245817912814,-18.90481624580501,83.18897024550785
118.0516528568807,-0.006073545172930662,-18.84545757204851,83.13839660632598
118.8707697711905,-0.006731737986826226,-18.78526908511464,83.09808434500053
119.6955702359044,-0.005712213750978971,-18.72625045169857,83.05424620266308
120.5260936870843,-0.004007235434093348,-18.66659610172108,83.0008504211937
121.3623798344242,-0.006131706716344183,-18.607647460827,82.9532116918831
122.204468663149,-0.004314229507460559,-18.54782313334028,82.90895541539714
123.0524004359263,-0.004575718260095369,-18.49018057208036,82.87180738383677
123.9062156947917,-0.005336658093199437,-18.4298461439376,82.82229107196076
124.765955263087,-0.005445128475381528,-18.37060345599092,82.77445827194843
125.6316602474122,-0.005845034561953298,-18.31198851783108,82.72525542842482
126.5033720395905,-0.005785874358986177,-18.25240892594526,82.68120406687675
127.381132318648,-0.00416402353172559,-18.19070063834153,82.63013066418731
128.2649830528061,-0.005818120595582049,-18.13112482436669,82.5794922508654
129.1549665014884,-0.006905122536155496,-18.06999121224729,82.53185643297394
130.051125217341,-0.005977120664629821,-18.00950159526832,82.48066630857545
130.9535020482669,-0.006908809157146149,-17.9491131914732,82.43300687960345
131.862140139475,-0.00585272509914265,-17.88858069467573,82.39359113750692
132.7770829355431,-0.007454212490638616,-17.82918837186134,82.34192928119413
133.6983741824948,-0.007161378071019299,-17.76828694958585,82.28431420453826
134.6260579298911,-0.00613873555432809,-17.70953129286286,82.23243327792649
135.560178532937,-0.005299956090929554,-17.65217011016251,82.18101295738772
136.5007806546015,-0.005010897356973998,-17.59111541756549,82.13144870880541
137.4479092677538,-0.005703626115346361,-17.53302250841216,82.08896041851452
138.4016096573133,-0.004691877633970699,-17.47211935380655,82.03036442463258
139.3619274224143,-0.005283037581004141,-17.41218306774635,81.9789937526686
140.3289084785875,-0.004701878280844293,-17.35453199776176,81.93032320665577
141.3025990599535,-0.00464934827605941,-17.29454683723138,81.86597581727509
142.2830457214353,-0.003016813794108148,-17.23555428560228,81.81834751155671
143.2702953409832,-0.00373481442643083,-17.17722551131954,81.76252135054607
144.2643951218159,-0.004268272565674096,-17.11818678296,81.71218762632323
145.2653925946783,-0.00447818238010084,-17.05873728986485,81.65358766395734
146.2733356201131,-0.004468617364272764,-17.00047232878418,81.60042735884457
147.2882723907503,-0.004142638828417196,-16.94122009018056,81.54454333489252
148.3102514336106,-0.005256790414955569,-16.88165684097047,81.48472100106582
149.3393216124254,-0.005632264154562201,-16.82278160707455,81.43088308323786
150.375532129974,-0.00541740400975959,-16.7635998138845,81.36900481074755
151.4189325304353,-0.004978052393349744,-16.70394157520776,81.31714276457433
152.4695727017575,-0.005508406235357005,-16.64554585138956,81.26114637258054
153.5275028780424,-0.004669157566711344,-16.5876215362951,81.19916185940224
154.5927736419478,-0.004018728247259518,-16.52777336388216,81.14033261961556
155.6654359271064,-0.003782668226219415,-16.4685749256174,81.08569246252415
156.7455410205597,-0.002703166824871832,-16.41080099461126,81.02840290797853
157.8331405652118,-0.00346581545772221,-16.35171957535169,80.96921911539278
158.928286562298,-0.002660063761504476,-16.29381272561384,80.90359715587545
160.0310313738702,-0.003413954371815271,-16.23410131164824,80.84801486830658
161.1414277253022,-0.004890846134127347,-16.17643217270986,80.79051017605133
162.2595287078089,-0.005029532691585912,-16.1178191681796,80.72712707881283
163.3853877809862,-0.004804458854469417,-16.0591514537122,80.66807154371351
164.5190587753664,-0.003347416551357485,-16.00046909271108,80.59694318802494
165.6605958949915,-0.003739229447363733,-15.94227278805733,80.5360331057142
166.8100537200061,-0.003348531934272249,-15.88492025965267,80.47951595823463
167.9674872092655,-0.004309066103538154,-15.82589034309045,80.4083196986589
169.132951702965,-0.004545884751367281,-15.76625634574059,80.3476680616148
170.3065029252846,-0.003562504759461114,-15.70738282905462,80.28266581979233
171.4881969870541,-0.003511438003968433,-15.64891124190269,80.21663383707845
172.6780903884358,-0.003246436404907466,-15.58985192506514,80.15316935175284
173.8762400216252,-0.003222143969763388,-15.5302765052334,80.08929121049242
175.0827031735727,-0.00344435493284198,-15.47162071237897,80.02155121198005
176.2975375287207,-0.002884176351136919,-15.41260005790397,79.96182068388757
177.5208011717636,-0.003711200741483375,-15.35368986525845,79.89354618233203
178.7525525904237,-0.003472016657209132,-15.29610349873314,79.8210313704728
179.9928506782478,-0.003446858899668846,-15.23822939954951,79.75899133435802
181.2417547374239,-0.00404921133173837,-15.17979084046246,79.68482064434951
182.4993244816154,-0.003894586599054314,-15.12086523839203,79.62235975101619
183.7656200388172,-0.003733197612391431,-15.06276190118842,79.54842863600274
185.0407019542304,-0.002745072869422512,-15.00511498339013,79.48169829138016
186.3246311931562,-0.003439426539958667,-14.94753577215342,79.41577978509576
187.6174691439123,-0.003895794737968862,-14.88956431399405,79.34088805880563
188.9192776207668,-0.004430842330664334,-14.83120029204628,79.26910501736359
190.2301188668946,-0.004439244156812301,-14.7733496378897,79.20105049643053
191.550055557353,-0.005041729818469842,-14.71452239530893,79.12979503441584
192.879150802078,-0.005185235414369604,-14.65735381264379,79.05320314869527
194.2174681489028,-0.00521612901146026,-14.59882320893677,78.98171385428631
195.5650715865951,-0.00351818134650387,-14.54077851178955,78.91237976200294
196.9220255479174,-0.003221196118538814,-14.4828916911241,78.83672370980238
198.2883949127073,-0.003710982479863643,-14.42523725380637,78.76528416187998
199.6642450109795,-0.00392338723510815,-14.36810055036083,78.68806437725584
201.0496416260501,-0.002889208492224926,-14.31062288854629,78.60956886616196
202.4446509976806,-0.004932267594063817,-14.25133389421082,78.54213437824632
203.8493398252464,-0.003529872916732692,-14.19478957260315,78.46381910096022
205.2637752709254,-0.003720508951050086,-14.13680871141014,78.38740949614079
206.6880249629084,-0.00464473707354319,-14.07944022397032,78.30744323606154
208.1221569986342,-0.005666469922881068,-14.02186544556699,78.23350836662868
209.5662399480435,-0.00572079137156535,-13.96511359478479,78.15585755276254
211.0203428568597,-0.00520286306901666,-13.90730659038234,78.07162034589811
212.4845352498885,-0.003593751174255665,-13.85027169696885,77.99736048473159
213.9588871343424,-0.00350807994325789,-13.7924850216395,77.92206569726592
215.4434690031887,-0.004274593118548805,-13.73297843139284,77.84152265464957
216.9383518385187,-0.003990785269210605,-13.67530218509949,77.76302150797241
218.4436071149428,-0.004228997754909422,-13.61725921853807,77.68088201685919
219.9593068030077,-0.005329005771064802,-13.55870736412782,77.60010984093014
221.4855233726362,-0.003039840470916481,-13.50214243119189,77.51968651630452
223.0223297965941,-0.00446123755154174,-13.44484032849932,77.43795492899969
224.5697995539776,-0.004342659972092993,-13.38688613874665,77.35614805620619
226.1280066337279,-0.004072537522342752,-13.32883430140739,77.27193813945725
227.6970255381682,-0.004887940887317782,-13.27108456273566,77.19068804755975
229.2769312865651,-0.00349789969097095,-13.21460392193259,77.10570162881901
230.8677994187172,-0.003526353372557682,-13.15743826046502,77.02385199880931
232.469705998565,-0.002794652455526158,-13.10061798161024,76.93430629966895
234.0827276178294,-0.002379009065143649,-13.04297382950106,76.8512645777565
235.706941399673,-0.003045581636039544,-12.98686499322117,76.76097755687883
237.3424250023869,-0.002557785274550484,-12.93002582319258,76.68089757997882
238.9892566231053,-0.003510810637907234,-12.87232350604386,76.58668290966109
240.6475150015427,-0.004068840185044322,-12.81579737555748,76.49877370367381
242.3172794237601,-0.002184786392362067,-12.75903052411884,76.4128681566915
243.9986297259553,-0.002721038807340099,-12.70189376870051,76.32482032113057
245.6916462982793,-0.004500038697418047,-12.6456635991303,76.23477743795979
247.3964100886817,-0.004876085760248621,-12.58945183801389,76.14742549620186
249.1130026067791,-0.003595424054110137,-12.53338823490922,76.0532078006012
250.8415059277541,-0.00342283125109517,-12.47658871022132,75.96121391073309
252.5820026962787,-0.005202237099399743,-12.4189524493462,75.87100225099201
254.3345761304651,-0.003323838631846974,-12.36309736087701,75.7755454219995
256.0993100258462,-0.002997279277226147,-12.30750090302754,75.67943936220547
257.8762887593804,-0.00366061436816345,-12.24994311307175,75.58752320758026
259.6655972934872,-0.003848527256396431,-12.1934669292229,75.49466766429443
261.4673211801095,-0.00325510803741866,-12.13669540305164,75.39692303107682
263.2815465648022,-0.002682275172670495,-12.07979720061013,75.30238058455639
265.1083601908542,-0.002450167785799232,-12.02280979108284,75.21170089917329
266.9478494034324,-0.003035199369627234,-11.96676859486625,75.11731353737389
268.8001021537607,-0.006212969047329132,-11.90912136736103,75.01673703554366
270.6652070033244,-0.00592856153044536,-11.85445574809995,74.91932918828957
272.5432531281031,-0.005584034012423023,-11.79760281724285,74.82326670171403
274.4343303228368,-0.003452320891214524,-11.74193727936177,74.72342176179035
276.3385290053172,-0.004222043138819817,-11.68609304326419,74.62371690058535
278.2559402207125,-0.00328181838963322,-11.63018171706407,74.52274118509504
280.1866556459198,-0.004976085680236992,-11.57461385637752,74.42655173905209
282.1307675939474,-0.003186498477662752,-11.51937467457106,74.31791908896321
284.0883690183307,-0.004143285444204768,-11.46325657526989,74.22022230109744
286.0595535175745,-0.004932861915639354,-11.40792366599088,74.11861876300489
288.0444153396298,-0.00375430276000162,-11.35210927154326,74.01826769284875
290.0430493863994,-0.003999828471519051,-11.29697373174798,73.91495535444619
292.0555512182748,-0.005286237176355837,-11.24135679931372,73.80583834659146
294.0820170587067,-0.005342480804926095,-11.18543299316648,73.70220620496767
296.1225437988037,-0.005326018089782921,-11.12959354362282,73.59547539433727
298.1772290019674,-0.003332649200190154,-11.07522775431155,73.48340092773579
300.2461709085553,-0.003112793953386223,-11.02034503266106,73.379535559122
302.329468440578,-0.002938802296312136,-10.96556220044241,73.2737412280337
304.4272212064306,-0.003624547860304752,-10.91108643969,73.16278313622286
306.539529505653,-0.004117796336738977,-10.85486696746043,73.05654074842775
308.6664943337274,-0.00529326371782525,-10.79922428286629,72.95133939381279
310.8082173869067,-0.004199059084287022,-10.74324839795963,72.84108333913703
312.9648010670754,-0.004729723654895097,-10.68849985620976,72.73220564690266
